"activity_id","deal_id","is_completed","user_id","activity_type","activity_name","user_name","user_email","modified_ts","due_date"
125012,174924,1,1323,meeting,Sales Call 1,Katie Strickland,gonzalesbrian@example.org,2024-06-19 10:31:57.423,2024-03-08 12:40:40.000
125013,748444,1,1522,after_close_call,After Close Call,Jesse Flores,chad42@example.net,2024-02-19 10:56:55.802,2024-01-29 00:29:18.000
125466,144568,1,113,sc_2,Sales Call 2,Donna Santos,ilong@example.net,2024-04-02 08:46:57.846,2024-08-25 08:43:06.000
125565,865617,1,4,sc_2,Sales Call 2,Shannon Lowe,jonathangutierrez@example.com,2024-01-08 20:10:48.825,2024-06-27 12:23:36.000
126897,264006,1,1334,after_close_call,After Close Call,Jason Ochoa,qdavies@example.net,2024-05-27 08:07:01.001,2024-05-30 21:18:45.000
127005,560398,1,1482,sc_2,Sales Call 2,Kurt Richmond,xmolina@example.net,2024-03-07 09:05:52.340,2024-07-04 20:32:22.000
128409,752493,1,498,sc_2,Sales Call 2,Kathryn Sanchez,ucarter@example.net,2024-03-30 13:29:08.376,2024-03-16 22:43:53.000
128767,169393,1,127,sc_2,Sales Call 2,Albert Sanchez,bli@example.com,2024-02-25 07:15:42.865,2024-05-30 01:57:19.000
130353,238835,1,676,meeting,Sales Call 1,John Parker,paul45@example.org,2024-08-26 07:38:54.536,2024-06-18 12:19:40.000
130494,780862,1,1104,meeting,Sales Call 1,Zachary Floyd,ewilson@example.net,2024-07-31 09:02:12.906,2024-07-02 04:03:57.000
130793,431373,1,44,meeting,Sales Call 1,Paula Miller,christianmendoza@example.com,2024-09-11 04:49:16.313,2024-08-24 22:08:41.000
131055,321934,1,480,after_close_call,After Close Call,Katrina Monroe,jamie93@example.org,2024-02-04 08:14:16.547,2024-06-16 18:46:29.000
132208,815588,1,409,after_close_call,After Close Call,Mr. Paul Burns,kimberlymaldonado@example.com,2024-01-18 04:15:22.139,2024-05-24 14:41:06.000
133072,532971,1,357,meeting,Sales Call 1,Andrea George,michellejohnson@example.net,2024-05-13 18:05:12.687,2024-01-31 05:42:17.000
135411,502755,1,1781,meeting,Sales Call 1,Ronald Ruiz,churchcatherine@example.com,2024-04-03 10:29:04.884,2024-07-07 22:11:56.000
135419,901951,1,1405,meeting,Sales Call 1,Gary Adkins,greg02@example.net,2024-01-10 17:12:50.757,2024-08-11 21:07:49.000
135536,497431,1,1585,after_close_call,After Close Call,Melissa Mccormick,zchristian@example.net,2024-07-25 11:51:06.167,2024-07-20 14:10:01.000
135895,879859,1,1076,after_close_call,After Close Call,Amber Daniels,hilljames@example.com,2024-08-18 14:59:11.601,2024-04-18 10:38:45.000
136574,795863,1,108,meeting,Sales Call 1,Ashley Hendrix,juan49@example.com,2024-10-25 12:00:25.098,2024-06-16 14:41:50.000
137745,457433,1,1487,after_close_call,After Close Call,Alexis Morgan,burnettshelby@example.org,2024-07-31 05:04:42.812,2024-03-03 00:24:13.000
138096,112408,1,213,meeting,Sales Call 1,Matthew Adkins,martincraig@example.com,2024-09-23 06:35:15.265,2024-07-12 02:48:13.000
138425,220095,1,1752,meeting,Sales Call 1,Michael Adams,ibarrachristopher@example.net,2024-03-09 13:33:50.847,2024-07-28 22:38:58.000
138496,918602,1,1433,after_close_call,After Close Call,Steven Black,pmitchell@example.com,2024-06-29 10:10:13.102,2024-09-07 15:54:45.000
138956,791324,1,1252,after_close_call,After Close Call,Charles Thompson,gbenson@example.net,2024-02-06 00:09:41.466,2024-08-03 03:22:37.000
139733,124130,1,1461,after_close_call,After Close Call,Michelle Luna,mccoyjeffrey@example.com,2024-04-21 13:47:25.592,2024-06-19 08:10:06.000
141061,246761,1,1778,sc_2,Sales Call 2,Kevin Miller,eileen68@example.net,2024-08-18 13:25:05.112,2024-06-06 19:27:32.000
141557,410809,1,1711,meeting,Sales Call 1,Ann Smith,scottlinda@example.net,2024-04-27 13:34:49.530,2024-07-04 23:27:13.000
142334,306433,1,1128,after_close_call,After Close Call,Andrea Medina,parsonstony@example.org,2024-05-05 18:31:03.952,2024-01-14 05:02:57.000
142406,973285,1,447,meeting,Sales Call 1,Paul Turner,gregory66@example.org,2024-02-18 06:52:13.607,2024-01-24 02:48:47.000
142425,759750,1,1033,after_close_call,After Close Call,Cody Norton,bryceberry@example.org,2024-08-02 15:51:06.521,2024-06-17 02:19:43.000
142891,902323,1,799,after_close_call,After Close Call,Dustin Smith,douglaslee@example.org,2024-07-15 00:00:07.836,2024-06-20 05:37:28.000
143064,701206,1,903,after_close_call,After Close Call,Robin Parker,jennifer14@example.com,2024-03-27 03:16:04.788,2024-03-22 08:20:48.000
143116,136858,1,1467,after_close_call,After Close Call,Richard Wells,fpatterson@example.com,2024-02-14 03:57:45.382,2024-04-20 19:30:48.000
144218,458045,1,1490,after_close_call,After Close Call,Diane Vasquez,cchavez@example.org,2024-02-29 13:58:58.758,2024-05-24 05:56:28.000
144680,803123,1,618,sc_2,Sales Call 2,Erin Wagner,wilkinsoncynthia@example.org,2024-01-30 22:58:23.281,2024-03-14 06:19:42.000
145673,710341,1,566,sc_2,Sales Call 2,Stephen Bishop,thomas41@example.net,2024-03-07 13:40:56.600,2024-02-14 03:46:36.000
146393,263381,1,1309,meeting,Sales Call 1,Scott Thornton,richardfrederick@example.com,2024-01-06 08:13:08.696,2024-01-19 13:28:37.000
147665,562039,1,522,meeting,Sales Call 1,Ryan Morton,heather87@example.com,2024-05-18 16:43:33.894,2024-07-16 06:05:57.000
147858,850780,1,326,after_close_call,After Close Call,Brittany Ellis DDS,nicole67@example.net,2024-01-08 14:37:29.518,2024-08-07 17:22:31.000
148566,355734,1,354,sc_2,Sales Call 2,Alexis Peterson,wintersjuan@example.com,2024-04-12 11:23:28.830,2024-09-11 15:20:26.000
148789,597615,1,345,after_close_call,After Close Call,Betty Cherry,sgrant@example.net,2024-01-04 21:52:41.405,2024-05-09 00:48:59.000
148795,204129,1,1314,after_close_call,After Close Call,Mr. Dustin Anderson,lucasamanda@example.org,2024-07-04 00:51:09.092,2024-09-09 15:55:46.000
149829,444316,1,728,meeting,Sales Call 1,Megan Wise,ucohen@example.net,2024-01-25 17:02:21.781,2024-07-25 14:34:20.000
150092,390727,1,1139,after_close_call,After Close Call,Patricia Andrade,brucepatricia@example.org,2024-07-14 04:26:08.025,2024-08-31 09:49:10.000
150208,860780,1,529,sc_2,Sales Call 2,Justin Acosta,danielle63@example.com,2024-09-20 17:40:22.666,2024-03-02 15:58:56.000
150272,434041,1,1517,sc_2,Sales Call 2,Dave Jensen,ortegadebra@example.org,2024-04-21 09:50:23.161,2024-03-19 08:41:03.000
150314,700836,1,1563,after_close_call,After Close Call,Craig Cole,christopher54@example.net,2024-05-02 23:00:03.375,2024-08-03 05:56:42.000
150413,452612,1,1501,sc_2,Sales Call 2,Scott Casey,bethanyhodges@example.com,2024-06-17 17:20:19.402,2024-02-21 18:58:17.000
150674,447667,1,365,after_close_call,After Close Call,Steve Hampton,sara12@example.net,2024-08-02 14:03:08.364,2024-07-04 23:38:27.000
152610,366356,1,787,meeting,Sales Call 1,David Ramos,millerjohnathan@example.com,2024-08-11 11:54:28.682,2024-03-21 11:23:10.000
152818,950993,1,610,after_close_call,After Close Call,Shelley Mccoy,michellemorgan@example.net,2024-10-25 00:03:53.957,2024-03-21 19:28:48.000
153578,694978,1,274,after_close_call,After Close Call,Andrew Price,jeremybrown@example.com,2024-10-20 17:44:25.513,2024-02-05 14:19:01.000
153802,615474,1,483,sc_2,Sales Call 2,Latasha Ross,castilloryan@example.net,2024-06-23 16:53:26.328,2024-06-19 03:20:32.000
154942,886342,1,1085,sc_2,Sales Call 2,Kevin Floyd,villaeric@example.net,2024-03-21 01:37:48.845,2024-04-08 19:27:55.000
155327,819711,1,1095,meeting,Sales Call 1,Cody Cole,warren92@example.com,2024-05-23 10:10:09.072,2024-02-18 10:18:51.000
155607,659869,1,834,meeting,Sales Call 1,Kathy Smith,galvandennis@example.org,2024-03-29 21:40:45.754,2024-09-12 02:12:34.000
157434,246176,1,699,meeting,Sales Call 1,Donald Wyatt,vmyers@example.com,2024-05-15 08:41:31.427,2024-08-09 06:39:12.000
157802,184908,1,731,after_close_call,After Close Call,Ashley Russell,elizabethmcdonald@example.org,2024-06-24 00:46:35.562,2024-05-29 01:16:50.000
158967,209330,1,1781,sc_2,Sales Call 2,Ronald Ruiz,churchcatherine@example.com,2024-04-03 10:29:04.884,2024-08-18 12:12:12.000
159370,941447,1,197,meeting,Sales Call 1,Karina Miller,melissa58@example.com,2024-07-06 03:34:15.999,2024-01-04 02:51:55.000
159391,410603,1,1098,meeting,Sales Call 1,Laurie Harris,diane07@example.org,2024-06-12 18:44:46.626,2024-03-20 04:43:33.000
159571,599510,1,891,after_close_call,After Close Call,Jodi Williams,jaredmorris@example.org,2024-08-22 18:36:56.676,2024-07-01 14:58:47.000
160736,127647,1,86,sc_2,Sales Call 2,Crystal Phillips,dustin04@example.net,2024-05-08 20:28:05.717,2024-05-19 10:30:57.000
160862,788654,1,715,meeting,Sales Call 1,Luis Hood,ericasmith@example.net,2024-09-18 21:51:17.948,2024-09-09 22:33:20.000
161156,571997,1,36,after_close_call,After Close Call,Jessica Dixon,lsmith@example.org,2024-09-09 21:29:19.926,2024-02-28 00:40:23.000
161759,365270,1,373,after_close_call,After Close Call,Leslie Murray,adrianfrancis@example.com,2024-04-26 11:02:03.026,2024-08-29 09:48:37.000
161784,926526,1,824,meeting,Sales Call 1,Brandon Riley,reyesjoseph@example.net,2024-04-08 18:02:20.402,2024-07-06 17:14:36.000
162240,793352,1,1618,sc_2,Sales Call 2,Kimberly Spencer,uwhite@example.org,2024-06-18 09:42:05.465,2024-06-23 05:45:17.000
163571,471167,1,219,meeting,Sales Call 1,Rachel Torres,danielle86@example.com,2024-07-20 11:28:27.999,2024-01-22 22:56:25.000
163886,969445,1,1784,meeting,Sales Call 1,Janet Silva,amymclaughlin@example.com,2024-05-06 00:52:10.544,2024-06-22 16:33:38.000
164324,991642,1,1025,meeting,Sales Call 1,Michael Nguyen,mturner@example.com,2024-09-23 12:24:49.533,2024-02-12 06:12:25.000
165332,627873,1,93,after_close_call,After Close Call,Robert Martin,vsnyder@example.net,2024-08-04 17:09:14.072,2024-02-09 23:18:37.000
165401,937362,1,1201,after_close_call,After Close Call,Sarah Wolf,moorebridget@example.org,2024-05-17 00:04:58.878,2024-07-27 00:53:45.000
165406,405526,1,1689,after_close_call,After Close Call,Amanda Deleon,stevenskristen@example.org,2024-03-23 17:36:11.973,2024-03-20 16:29:32.000
166367,144674,1,845,sc_2,Sales Call 2,Bridget Bell,ashleymurphy@example.com,2024-03-10 09:12:35.698,2024-09-07 18:54:36.000
166613,473748,1,1120,sc_2,Sales Call 2,Keith Jones,millerchristopher@example.org,2024-03-06 13:05:35.416,2024-08-04 10:29:29.000
166679,484185,1,1236,sc_2,Sales Call 2,Angela Gonzales,priley@example.com,2024-02-23 00:57:36.523,2024-06-02 10:06:35.000
166825,245231,1,1626,after_close_call,After Close Call,Melissa Bell,hayden28@example.com,2024-07-22 17:11:51.790,2024-03-19 08:16:07.000
167239,600165,1,1266,after_close_call,After Close Call,Gary Bailey,katherine10@example.net,2024-09-09 21:28:09.776,2024-03-14 22:04:22.000
167449,281565,1,1388,sc_2,Sales Call 2,Andrea Johnson,watkinsjill@example.net,2024-10-17 18:49:44.169,2024-09-13 12:32:26.000
169213,487048,1,1080,meeting,Sales Call 1,Tiffany Foster,williamsalexandra@example.org,2024-08-26 09:10:46.846,2024-06-16 17:20:13.000
169593,888338,1,518,after_close_call,After Close Call,Julie Wilson,jenniferstewart@example.com,2024-07-03 13:33:19.170,2024-08-10 14:34:57.000
171776,908535,1,1061,meeting,Sales Call 1,Mary Hopkins,lee74@example.org,2024-07-29 21:59:11.796,2024-04-01 05:53:27.000
173412,451462,1,632,sc_2,Sales Call 2,Gabrielle Hall,jacobgonzalez@example.net,2024-02-28 00:13:48.526,2024-09-12 22:06:22.000
173723,436517,1,362,meeting,Sales Call 1,Jonathan Cox,kmunoz@example.com,2024-04-29 17:08:30.933,2024-03-04 15:40:42.000
175637,904650,1,762,sc_2,Sales Call 2,Barbara Miller,sally20@example.net,2024-04-02 01:42:34.909,2024-05-12 07:13:07.000
177179,195416,1,181,after_close_call,After Close Call,Howard Sharp,michael40@example.org,2024-06-17 06:23:08.790,2024-07-12 17:35:57.000
177215,889370,1,1128,meeting,Sales Call 1,Andrea Medina,parsonstony@example.org,2024-05-05 18:31:03.952,2024-04-20 20:03:06.000
179112,383229,1,173,meeting,Sales Call 1,Nicole Cannon,julianjordan@example.org,2024-03-15 01:19:14.669,2024-05-31 04:06:50.000
179385,575169,1,891,sc_2,Sales Call 2,Jodi Williams,jaredmorris@example.org,2024-08-22 18:36:56.676,2024-05-15 07:17:30.000
179455,743648,1,703,meeting,Sales Call 1,Jason Bennett,robert74@example.com,2024-08-25 22:54:14.161,2024-01-24 14:07:14.000
179714,888775,1,164,meeting,Sales Call 1,Andre Huynh,deborah39@example.com,2024-02-15 16:54:44.234,2024-07-28 06:20:07.000
180060,128784,1,461,sc_2,Sales Call 2,Craig Robinson,devoncox@example.com,2024-10-26 08:21:10.087,2024-02-29 02:58:46.000
180499,911405,1,301,meeting,Sales Call 1,Joseph Lee,fmiller@example.com,2024-10-15 02:50:38.596,2024-06-03 01:10:26.000
180567,689774,1,1078,sc_2,Sales Call 2,Juan Walton,donald40@example.net,2024-02-25 17:32:08.760,2024-02-01 09:29:54.000
181037,670756,1,415,meeting,Sales Call 1,Sarah Williams MD,angel27@example.net,2024-09-21 22:34:52.985,2024-08-26 04:10:42.000
181306,571357,1,503,meeting,Sales Call 1,John Barker,uberger@example.com,2024-07-15 04:27:29.758,2024-05-03 01:18:33.000
181649,535673,1,1125,sc_2,Sales Call 2,Lee Hansen,alyssapatel@example.net,2024-03-19 14:40:12.619,2024-03-09 02:32:11.000
182485,483113,1,640,sc_2,Sales Call 2,Eugene Lewis,robert28@example.net,2024-08-16 02:26:53.834,2024-08-08 06:29:14.000
182543,988893,1,215,meeting,Sales Call 1,Raymond Schmidt,douglas74@example.com,2024-03-07 07:36:41.837,2024-09-10 14:59:38.000
182893,354995,1,1186,meeting,Sales Call 1,Susan Singleton,smithdavid@example.com,2024-10-09 13:00:06.259,2024-03-24 23:27:21.000
183041,747263,1,1558,after_close_call,After Close Call,Jon Payne,sandra93@example.org,2024-09-22 19:28:58.439,2024-04-18 18:21:43.000
183247,837437,1,419,after_close_call,After Close Call,Michael Moore,kennethfarmer@example.org,2024-02-08 14:44:14.854,2024-06-09 01:30:16.000
184495,329843,1,873,meeting,Sales Call 1,Marie Miller,hoganjason@example.org,2024-03-26 18:38:50.689,2024-04-09 06:50:17.000
184995,986156,1,348,after_close_call,After Close Call,Ashley Simmons,zpatrick@example.com,2024-05-02 17:47:01.771,2024-02-29 08:07:00.000
185341,515582,1,981,meeting,Sales Call 1,Lisa Brown,melanie61@example.org,2024-09-25 22:30:56.419,2024-02-17 12:00:36.000
186033,820731,1,888,meeting,Sales Call 1,Amy Benson,cindysmith@example.com,2024-06-06 23:07:38.723,2024-02-13 15:45:17.000
186465,770646,1,1115,after_close_call,After Close Call,Meghan Lee,lopezmario@example.net,2024-04-29 15:08:34.842,2024-05-11 15:18:13.000
187247,585691,1,843,meeting,Sales Call 1,Holly Adams,mdecker@example.com,2024-09-09 20:34:05.500,2024-07-08 04:12:02.000
188483,657516,1,167,meeting,Sales Call 1,Mr. Anthony Hale,tfitzgerald@example.net,2024-07-28 01:53:07.942,2024-08-10 21:42:08.000
188985,718668,1,744,sc_2,Sales Call 2,Jack Davis,wgibson@example.com,2024-01-07 10:07:05.765,2024-06-12 21:12:44.000
189290,877089,1,1375,after_close_call,After Close Call,Mia Peterson,vjones@example.com,2024-02-09 10:00:37.310,2024-08-16 14:15:58.000
189676,757300,1,762,after_close_call,After Close Call,Barbara Miller,sally20@example.net,2024-04-02 01:42:34.909,2024-01-12 10:48:06.000
190002,922767,1,1770,after_close_call,After Close Call,Ashley Lane,christine68@example.com,2024-05-01 05:27:24.948,2024-05-10 14:59:17.000
190504,854472,1,179,after_close_call,After Close Call,Craig Wright,qdavis@example.com,2024-06-08 08:36:03.290,2024-07-25 21:51:18.000
191479,992556,1,849,after_close_call,After Close Call,Charles Moore,anthonyspencer@example.net,2024-03-14 15:35:50.948,2024-07-17 14:11:03.000
192193,273067,1,1003,after_close_call,After Close Call,Jasmin Jones,nicole54@example.net,2024-08-13 08:41:38.608,2024-05-09 07:38:04.000
192253,869514,1,919,after_close_call,After Close Call,Mary Strickland,xblair@example.org,2024-03-02 22:09:21.418,2024-02-19 14:05:00.000
192477,170692,1,154,meeting,Sales Call 1,Kathy Allen,pbaker@example.com,2024-07-26 11:22:00.234,2024-01-02 14:04:52.000
193229,729901,1,916,after_close_call,After Close Call,Jesse Wilson,clarkecatherine@example.net,2024-10-26 11:12:35.215,2024-07-23 03:33:08.000
193995,284721,1,1039,after_close_call,After Close Call,Tony Espinoza,james25@example.net,2024-08-18 23:35:57.029,2024-03-09 04:00:36.000
194976,434682,1,834,meeting,Sales Call 1,Kathy Smith,galvandennis@example.org,2024-03-29 21:40:45.754,2024-05-10 17:24:27.000
197761,430738,1,796,meeting,Sales Call 1,Gary Freeman,weberashley@example.org,2024-08-16 14:24:07.297,2024-07-29 12:37:13.000
197807,688967,1,290,sc_2,Sales Call 2,Shelby Garcia,gabrielasawyer@example.com,2024-05-10 18:23:16.811,2024-05-14 18:43:32.000
198590,931095,1,1326,sc_2,Sales Call 2,John Gill,smithjoseph@example.com,2024-04-18 12:15:38.788,2024-08-03 09:01:52.000
198891,721703,1,947,after_close_call,After Close Call,Curtis Williams,weaverjeremy@example.com,2024-08-30 00:47:03.767,2024-02-25 02:58:07.000
199157,501746,1,381,meeting,Sales Call 1,Holly Garcia,flowerschris@example.org,2024-02-04 21:14:48.845,2024-04-14 23:41:41.000
200275,980096,1,433,sc_2,Sales Call 2,Matthew Sweeney,fgarza@example.net,2024-06-24 01:25:30.183,2024-06-09 10:45:55.000
200596,183696,1,1681,after_close_call,After Close Call,Taylor Clark,mnielsen@example.org,2024-01-04 13:22:54.662,2024-07-29 17:39:52.000
200693,942506,1,1255,meeting,Sales Call 1,Ann Sanchez,johnsonfelicia@example.com,2024-06-26 22:45:02.017,2024-02-22 05:44:42.000
201851,723164,1,1335,after_close_call,After Close Call,Thomas Foster,robertgeorge@example.com,2024-08-14 07:20:46.926,2024-06-05 00:26:09.000
203465,919462,1,1185,meeting,Sales Call 1,Dana Merritt,huffrobert@example.net,2024-04-16 21:22:58.377,2024-06-29 19:59:42.000
203740,702295,1,1744,after_close_call,After Close Call,Michelle Myers,nathanday@example.net,2024-02-20 15:14:55.311,2024-08-24 12:49:35.000
203935,700231,1,864,meeting,Sales Call 1,Aaron Austin,julia27@example.com,2024-06-24 06:19:00.339,2024-01-18 01:15:47.000
203955,598093,1,1226,sc_2,Sales Call 2,Frank Martinez,shawn44@example.net,2024-09-01 17:02:27.302,2024-03-04 09:33:41.000
204276,188369,1,1718,after_close_call,After Close Call,Sally Ball,cooktimothy@example.org,2024-06-09 07:55:06.549,2024-09-03 09:03:09.000
204668,403535,1,1253,sc_2,Sales Call 2,Marcus Russell,jessicafitzgerald@example.net,2024-02-14 09:24:11.937,2024-02-11 00:47:13.000
204695,930068,1,954,meeting,Sales Call 1,Michelle Scott,martinlinda@example.org,2024-06-17 21:50:27.104,2024-07-09 05:30:13.000
205539,282057,1,1492,after_close_call,After Close Call,George Chapman,keithdalton@example.org,2024-02-11 03:06:43.343,2024-08-10 06:16:24.000
205564,319485,1,1525,sc_2,Sales Call 2,Corey Medina,shawnturner@example.net,2024-03-15 01:46:21.126,2024-07-20 03:46:13.000
206124,533287,1,1185,meeting,Sales Call 1,Dana Merritt,huffrobert@example.net,2024-04-16 21:22:58.377,2024-06-14 14:30:02.000
206222,299893,1,1406,sc_2,Sales Call 2,Alice Campbell,patrickbowers@example.com,2024-05-30 01:25:12.052,2024-08-24 02:41:50.000
207101,598210,1,1448,sc_2,Sales Call 2,Alfred Johnson,grimesjohn@example.org,2024-08-23 20:47:21.719,2024-02-04 19:10:05.000
207453,308566,1,1736,meeting,Sales Call 1,Terri Doyle DDS,jacob40@example.org,2024-01-14 17:20:02.053,2024-02-16 21:55:25.000
207591,250572,1,38,meeting,Sales Call 1,Bradley Bowers,jennawilliams@example.org,2024-07-25 06:20:27.971,2024-01-12 12:17:12.000
